,mean_length,aa_buffer
IPR025939,147.0,5
IPR045785,133.0,5
IPR002469,385.1666666666667,5
IPR001375,206.33333333333334,5
IPR006964,171.0,5
IPR046365,232.5,5
IPR014885,34.0,2
IPR046872,36.666666666666664,2
IPR025136,378.6666666666667,5
IPR043969,96.0,5
IPR046873,130.33333333333334,5
IPR031896,147.0,5
IPR048869,107.5,5
IPR003018,164.14285714285714,5
IPR056382,24.0,2
IPR015115,99.0,5
IPR003378,202.33333333333334,5
IPR059023,58.75,5
IPR013848,114.0,5
IPR002792,68.5,5
IPR055109,172.0,5
IPR058611,130.0,5
IPR058612,96.0,5
IPR058613,102.0,5
IPR058614,106.0,5
IPR058615,113.0,5
IPR058617,102.0,5
IPR058616,125.0,5
IPR010935,127.0,5
IPR025721,35.0,2
IPR048565,91.0,5
IPR004088,45.333333333333336,2
IPR022674,178.5,5
IPR022675,290.5,5
IPR005900,234.5,5
IPR031368,174.0,5
IPR025755,73.0,5
IPR056499,319.5,5
IPR056445,379.0,5
IPR029329,109.0,5
IPR054101,138.5,5
IPR015123,72.0,5
IPR040557,89.0,5
IPR004143,194.66666666666666,5
IPR003142,47.0,2
IPR015373,94.4,5
IPR029485,50.0,5
IPR000187,37.75,2
IPR055075,84.0,5
IPR055074,83.0,5
IPR056189,99.0,5
IPR056190,89.0,5
IPR056319,72.0,5
IPR056187,52.0,5
IPR055073,74.0,5
IPR041033,81.0,5
IPR056191,93.0,5
IPR039542,89.0,5
IPR012936,182.66666666666666,5
IPR049097,192.0,5
IPR031844,47.0,2
IPR006171,132.75,5
IPR003601,96.5,5
IPR003602,255.0,5
IPR056452,39.0,2
IPR031358,27.0,2
IPR041536,87.0,5
IPR021520,106.0,5
IPR031357,48.0,2
IPR031356,56.0,5
IPR048855,59.0,5
IPR041534,84.66666666666667,5
IPR002912,76.0,5
IPR019774,346.0,5
IPR041006,121.0,5
IPR056360,63.0,5
IPR057965,100.0,5
IPR021662,37.25,2
IPR018951,52.0,5
IPR001995,75.42857142857143,5
IPR001693,40.75,2
IPR027817,77.0,5
IPR021901,193.75,5
IPR031692,31.8,2
IPR030381,237.57142857142858,5
IPR010663,23.0,2
IPR057397,239.0,5
IPR032356,146.0,5
IPR013568,149.33333333333334,5
IPR031994,193.0,5
IPR004177,222.66666666666666,5
IPR031315,131.0,5
IPR022628,97.0,5
IPR022629,120.5,5
IPR022630,136.0,5
IPR015381,112.0,5
IPR053829,47.0,2
IPR029157,123.0,5
IPR000582,87.0,5
IPR033391,185.0,5
IPR044015,129.0,5
IPR025609,91.0,5
IPR019050,105.33333333333333,5
IPR007397,183.16666666666666,5
IPR007668,139.0,5
IPR057321,281.0,5
IPR019481,94.0,5
IPR045716,93.0,5
IPR057452,82.66666666666667,5
IPR057451,171.33333333333334,5
IPR039396,133.4,5
IPR003033,96.4,5
IPR029091,225.0,5
IPR021644,138.0,5
IPR022043,71.0,5
IPR029105,289.0,5
IPR057947,235.5,5
IPR024783,55.666666666666664,5
IPR024784,153.0,5
IPR024785,75.33333333333333,5
IPR059036,90.0,5
IPR017455,52.0,5
IPR012496,111.0,5
IPR031468,204.4,5
IPR029145,281.0,5
IPR013244,340.0,5
IPR054751,124.0,5
IPR057971,137.25,5
IPR031446,626.0,5
IPR012967,79.5,5
IPR001077,210.5,5
IPR010457,92.0,5
IPR014020,129.11111111111111,5
IPR047562,52.0,5
IPR008174,19.5,2
IPR018997,78.33333333333333,5
IPR025239,67.0,5
IPR049441,18.0,2
IPR009398,98.33333333333333,5
IPR000683,109.75,5
IPR055170,124.33333333333333,5
IPR041083,36.0,2
IPR057255,71.0,5
IPR030387,163.0,5
IPR012948,83.5,5
IPR007034,290.5,5
IPR048994,85.0,5
IPR006196,77.33333333333333,5
IPR019380,77.0,5
IPR049134,185.0,5
IPR022194,65.0,5
IPR056901,197.0,5
IPR055350,417.0,5
IPR045810,193.0,5
IPR021025,261.0,5
IPR002731,271.0,5
IPR042128,79.0,5
IPR032378,72.5,5
IPR054714,95.0,5
IPR014928,155.0,5
IPR001709,8.380952380952381,2
IPR001433,110.58333333333333,5
IPR057285,96.0,5
IPR057286,85.0,5
IPR056235,203.0,5
IPR057412,137.0,5
IPR029316,223.0,5
IPR003656,57.7,5
IPR015382,31.0,2
IPR001330,317.6666666666667,5
IPR021996,64.0,5
IPR059124,344.5,5
IPR040233,174.0,5
IPR040693,180.0,5
IPR040694,129.0,5
IPR040692,248.0,5
IPR040525,222.5,5
IPR040497,267.0,5
IPR032768,114.0,5
IPR005720,302.0,5
IPR004160,94.0,5
IPR001303,185.5,5
IPR057639,103.0,5
IPR057642,119.0,5
IPR057645,90.0,5
IPR034116,393.0,5
IPR046792,302.0,5
IPR001229,135.0,5
IPR000602,311.4,5
IPR015341,99.0,5
IPR048534,36.0,2
IPR011682,208.8,5
IPR041147,88.0,5
IPR006595,57.8,5
IPR013144,97.0,5
IPR001401,292.57142857142856,5
IPR045817,343.0,5
IPR041066,90.0,5
IPR027954,77.0,5
IPR010003,74.0,5
IPR024317,242.08333333333334,5
IPR048286,194.72727272727272,5
IPR049080,81.0,5
IPR041677,140.16666666666666,5
IPR041679,198.0,5
IPR032773,189.0,5
IPR004108,289.5,5
IPR003149,56.0,5
IPR018121,95.33333333333333,5
IPR048701,543.0,5
IPR029360,58.0,5
IPR032348,118.5,5
IPR040524,65.0,5
IPR012968,71.4,5
IPR012560,65.66666666666667,5
IPR012561,74.2,5
IPR006614,46.375,2
IPR055072,88.4,5
IPR032362,92.6,5
IPR058768,100.0,5
IPR057049,65.5,5
IPR010643,142.0,5
IPR056833,222.0,5
IPR056832,270.5,5
IPR056836,155.66666666666666,5
IPR056835,116.0,5
IPR056834,208.0,5
IPR029036,104.0,5
IPR032375,104.5,5
IPR013791,102.5,5
IPR048805,49.0,2
IPR032839,424.0,5
IPR029257,600.0,5
IPR012916,226.0,5
IPR012492,105.0,5
IPR055089,231.0,5
IPR024643,91.33333333333333,5
IPR041015,32.0,2
IPR031738,212.33333333333334,5
IPR059122,290.5,5
IPR012975,51.0,5
IPR027799,45.0,2
IPR053961,96.0,5
IPR053962,77.0,5
IPR053963,111.0,5
IPR035078,227.5,5
IPR035077,358.0,5
IPR059393,99.0,5
IPR048722,20.0,2
IPR045100,137.0,5
IPR006098,521.0,5
IPR006158,133.5,5
IPR040463,132.0,5
IPR041672,55.5,5
IPR021849,99.33333333333333,5
IPR049899,29.0,2
IPR001466,369.5,5
IPR013010,60.0,5
IPR004823,64.66666666666667,5
IPR011442,214.5,5
IPR028269,103.0,5
IPR014837,66.66666666666667,5
IPR022800,97.0,5
IPR032476,46.0,2
IPR005303,118.33333333333333,5
IPR005302,151.66666666666666,5
IPR003502,105.0,5
IPR057605,99.0,5
IPR057604,105.0,5
IPR056732,116.0,5
IPR000196,148.0,5
IPR037452,233.0,5
IPR001296,149.71428571428572,5
IPR031736,92.0,5
IPR057106,169.83333333333334,5
IPR012419,479.0,5
IPR019610,45.0,2
IPR018967,37.5,2
IPR058643,186.0,5
IPR058642,143.5,5
IPR057892,248.25,5
IPR000472,69.11111111111111,5
IPR015012,55.333333333333336,5
IPR004360,120.75,5
IPR013547,129.0,5
IPR059068,91.66666666666667,5
IPR002646,140.0,5
IPR032828,50.0,5
IPR015096,18.25,2
IPR056617,197.5,5
IPR024298,221.0,5
IPR021656,138.0,5
IPR041091,163.5,5
IPR010666,44.44444444444444,2
IPR027831,85.0,5
IPR013015,217.33333333333334,5
IPR056558,108.75,5
IPR031951,120.0,5
IPR025739,65.0,5
IPR025741,109.25,5
IPR029905,120.0,5
IPR005844,110.66666666666667,5
IPR049023,105.0,5
IPR049022,137.0,5
IPR005843,48.0,2
IPR056521,173.0,5
IPR048320,142.0,5
IPR048685,347.0,5
IPR053950,158.0,5
IPR053823,88.66666666666667,5
IPR007651,106.0,5
IPR031703,92.66666666666667,5
IPR013209,225.0,5
IPR023631,457.6666666666667,5
IPR002227,230.0,5
IPR003146,74.25,5
IPR049407,333.0,5
IPR035684,336.0,5
IPR008909,127.0,5
IPR031946,72.0,5
IPR040844,115.5,5
IPR022782,77.0,5
IPR015153,118.33333333333333,5
IPR015154,90.0,5
IPR004971,338.0,5
IPR057951,101.5,5
IPR056383,116.0,5
IPR026685,466.0,5
IPR014771,36.0,2
IPR015040,30.0,2
IPR057460,76.0,5
IPR032679,110.0,5
IPR031567,128.0,5
IPR057339,66.0,5
IPR031313,105.0,5
IPR057932,107.0,5
IPR057933,82.0,5
IPR003118,85.36363636363636,5
IPR011430,623.0,5
IPR046523,216.0,5
IPR057525,381.0,5
IPR011707,97.0909090909091,5
IPR011706,95.4,5
IPR019497,208.0,5
IPR039474,147.0,5
IPR025286,250.0,5
IPR007835,112.0,5
IPR041630,38.0,2
IPR000716,76.86666666666666,5
IPR049420,111.5,5
IPR054554,94.0,5
IPR032296,60.75,5
IPR041499,107.0,5
IPR019136,154.0,5
IPR006888,112.0,5
IPR001950,73.0,5
IPR019547,176.0,5
IPR013681,178.75,5
IPR029155,248.0,5
IPR059235,232.0,5
IPR035494,251.0,5
IPR001732,185.0,5
IPR014026,94.0,5
IPR014027,115.0,5
IPR057589,242.33333333333334,5
IPR021090,151.33333333333334,5
IPR056804,109.0,5
IPR005539,20.75,2
IPR019528,79.0,5
IPR054125,58.0,5
IPR053940,268.0,5
IPR053939,184.0,5
IPR057464,29.0,2
IPR021148,124.0,5
IPR018983,147.0,5
IPR041298,34.0,2
IPR028021,154.0,5
IPR039587,153.5,5
IPR041363,39.0,2
IPR057347,297.0,5
IPR057407,274.0,5
IPR019451,111.0,5
IPR019414,32.0,2
IPR007249,288.0,5
IPR056458,182.5,5
IPR056459,373.5,5
IPR056457,489.5,5
IPR001442,224.0,5
IPR002138,82.75,5
IPR043972,131.75,5
IPR043971,120.25,5
IPR043970,119.75,5
IPR045464,97.0,5
IPR003148,145.0,5
IPR003929,90.5,5
IPR028933,191.5,5
IPR006751,178.5,5
IPR056332,298.0,5
IPR056334,109.0,5
IPR056333,102.0,5
IPR056335,113.0,5
IPR041195,59.0,5
IPR019024,133.0,5
IPR042855,73.6,5
IPR032067,39.75,2
IPR027300,40.5,2
IPR032777,195.0,5
IPR002872,273.0,5
IPR003987,15.444444444444445,2
IPR003988,16.0,2
IPR048679,89.0,5
IPR025894,42.333333333333336,2
IPR028149,57.0,5
IPR029154,123.0,5
IPR055391,126.0,5
IPR032735,671.0,5
IPR055392,399.0,5
IPR040878,85.33333333333333,5
IPR048569,210.0,5
IPR025258,202.0,5
IPR046931,96.0,5
IPR048960,149.5,5
IPR054549,232.0,5
IPR055412,155.0,5
IPR043988,123.66666666666667,5
IPR019577,110.5,5
IPR043640,260.0,5
IPR029225,51.0,5
IPR014854,89.0,5
IPR003106,41.0,2
IPR000375,285.8333333333333,5
IPR003130,88.28571428571429,5
IPR040594,39.0,2
IPR025712,138.0,5
IPR040985,38.0,2
IPR013618,67.25,5
IPR000644,60.5,5
IPR039431,142.0,5
IPR041212,37.0,2
IPR045460,79.0,5
IPR045400,103.0,5
IPR045461,119.0,5
IPR011765,134.14285714285714,5
IPR007863,184.375,5
IPR032880,140.66666666666666,5
IPR027815,180.66666666666666,5
IPR003864,265.3333333333333,5
IPR024303,105.0,5
IPR008664,47.0,2
IPR002502,142.16666666666666,5
IPR032450,133.0,5
IPR007526,96.0,5
IPR032448,65.5,5
IPR032451,81.0,5
IPR020839,85.0,5
IPR032346,42.0,2
IPR005617,113.4,5
IPR056426,121.0,5
IPR048859,104.0,5
IPR047260,127.0,5
IPR031984,70.0,5
IPR006047,372.875,5
IPR048358,52.0,5
IPR026489,102.0,5
IPR032324,91.0,5
IPR032319,159.0,5
IPR010655,110.0,5
IPR003958,63.0,5
IPR002550,183.5,5
IPR044751,128.0,5
IPR056622,219.0,5
IPR013549,46.0,2
IPR001222,41.666666666666664,2
IPR013577,103.5,5
IPR004030,360.0,5
IPR001094,13.258064516129032,2
IPR015097,45.0,2
IPR025874,48.0,2
IPR012461,276.25,5
IPR013588,1128.0,5
IPR046775,78.0,5
IPR000326,136.83333333333334,5
IPR056759,112.33333333333333,5
IPR000878,238.0,5
IPR048765,94.0,5
IPR035504,88.66666666666667,5
IPR048795,139.66666666666666,5
IPR055213,85.0,5
IPR048255,281.0,5
IPR045838,307.0,5
IPR054294,66.33333333333333,5
IPR054504,95.0,5
IPR054503,68.66666666666667,5
IPR059499,21.0,2
IPR005788,99.6,5
IPR041868,105.0,5
IPR048371,57.0,5
IPR003102,59.0,5
IPR033467,42.0,2
IPR057450,33.0,2
IPR057671,449.6666666666667,5
IPR025927,59.25,5
IPR022188,149.0,5
IPR056243,94.5,5
IPR056242,140.0,5
IPR056252,289.0,5
IPR035781,155.0,5
IPR012911,78.0,5
IPR055417,98.0,5
IPR055418,74.0,5
IPR012974,64.5,5
IPR025307,285.0,5
IPR058906,50.0,5
IPR058738,92.0,5
IPR057776,19.0,2
IPR003726,305.3333333333333,5
IPR057750,273.0,5
IPR034824,437.0,5
IPR048847,111.0,5
IPR000020,65.5,5
IPR032197,310.0,5
IPR032076,111.0,5
IPR055108,94.4,5
IPR013636,236.0,5
IPR041560,48.0,2
IPR008395,54.333333333333336,5
IPR040472,84.0,5
IPR022034,106.0,5
IPR032196,83.0,5
IPR019098,36.0,2
IPR024372,506.0,5
IPR055444,214.0,5
IPR055443,159.0,5
IPR006820,150.33333333333334,5
IPR048995,86.0,5
IPR037523,137.2,5
IPR043866,109.5,5
IPR056871,121.0,5
IPR056872,210.33333333333334,5
IPR056870,54.5,5
IPR003090,49.75,2
IPR014039,151.0,5
IPR025946,250.5,5
IPR006588,200.0,5
IPR057852,303.0,5
IPR057853,340.0,5
IPR057854,188.0,5
IPR017580,155.0,5
IPR048232,100.0,5
IPR002713,57.107142857142854,5
IPR039007,174.0,5
IPR039006,164.5,5
IPR040655,97.0,5
IPR003116,71.55555555555556,5
IPR002668,71.66666666666667,5
IPR011642,97.33333333333333,5
IPR011657,221.33333333333334,5
IPR006768,114.0,5
IPR006767,93.0,5
IPR011762,295.75,5
IPR011763,279.25,5
IPR032478,83.0,5
IPR006693,63.0,5
IPR059017,174.5,5
IPR046846,48.666666666666664,2
IPR015671,99.5,5
IPR012989,89.25,5
IPR058033,236.0,5
IPR022577,186.0,5
IPR033248,120.6,5
IPR046824,186.0,5
IPR037518,145.0,5
IPR014868,86.75,5
IPR041698,91.85714285714286,5
IPR043225,120.0,5
IPR037315,76.0,5
IPR043628,23.02127659574468,2
IPR013729,69.0,5
IPR039496,51.75,5
IPR056603,61.0,5
IPR056182,144.0,5
IPR056183,106.5,5
IPR056181,109.0,5
IPR056456,288.0,5
IPR056157,121.33333333333333,5
IPR011615,189.33333333333334,5
IPR010991,39.0,2
IPR007234,410.0,5
IPR031745,84.0,5
IPR029130,60.5,5
IPR029132,185.0,5
IPR054082,126.4,5
IPR002654,183.66666666666666,5
IPR004178,76.0,5
IPR030378,212.66666666666666,5
IPR059029,68.66666666666667,5
IPR040714,56.0,5
IPR056800,164.0,5
IPR006899,163.0,5
IPR006897,247.0,5
IPR006898,88.0,5
IPR000967,20.192307692307693,2
IPR006132,141.0,5
IPR006131,150.5,5
IPR000845,248.25,5
IPR031662,104.5,5
IPR008721,86.0,5
IPR054113,86.0,5
IPR057973,59.0,5
IPR033772,131.6,5
IPR013197,59.0,5
IPR008806,199.0,5
IPR055207,76.0,5
IPR002376,159.75,5
IPR005793,103.66666666666667,5
IPR059081,280.5,5
IPR007287,86.0,5
IPR058866,163.0,5
IPR058865,139.0,5
IPR025977,300.0,5
IPR006208,102.0,5
IPR015415,42.714285714285715,2
IPR015151,111.25,5
IPR035400,126.0,5
IPR035085,223.0,5
IPR035401,206.0,5
IPR056519,101.0,5
IPR014772,107.5,5
IPR046457,148.0,5
IPR046458,87.0,5
IPR046456,44.0,2
IPR001102,110.22222222222223,5
IPR008958,98.5625,5
IPR028107,292.0,5
IPR048575,86.0,5
IPR041523,55.0,5
IPR049144,244.5,5
IPR049146,230.5,5
IPR032418,68.0,5
IPR032420,68.5,5
IPR018965,126.66666666666667,5
IPR057021,79.0,5
IPR048889,88.0,5
IPR032281,93.0,5
IPR007513,36.0,2
IPR012947,51.166666666666664,5
IPR057348,98.0,5
IPR019337,108.0,5
IPR010442,103.0,5
IPR048530,251.33333333333334,5
IPR049175,382.6666666666667,5
IPR045550,412.0,5
IPR014813,73.0,5
IPR022535,65.0,5
IPR025969,169.0,5
IPR012486,302.0,5
IPR021819,368.0,5
IPR028083,90.0,5
IPR028088,115.0,5
IPR006641,107.0,5
IPR032706,103.0,5
IPR041692,79.5,5
IPR035018,91.0,5
IPR019383,100.5,5
IPR013180,482.0,5
IPR008147,88.0,5
IPR008146,295.5,5
IPR010911,109.41666666666667,5
IPR006788,381.0,5
IPR010652,36.0,2
IPR028163,225.0,5
IPR007726,59.333333333333336,5
IPR006667,137.33333333333334,5
IPR029347,153.0,5
IPR027012,100.0,5
IPR006680,342.8181818181818,5
IPR055260,145.0,5
IPR040967,72.0,5
IPR057091,232.0,5
IPR003338,82.0,5
IPR004201,69.0,5
IPR004443,212.0,5
IPR056415,103.0,5
IPR057424,94.0,5
IPR056306,182.0,5
IPR056307,112.0,5
IPR056310,94.0,5
IPR032764,171.5,5
IPR031840,35.0,2
IPR000034,179.5,5
IPR009254,257.8,5
IPR010307,130.2,5
IPR013567,85.0,5
IPR013566,71.0,5
IPR020860,163.66666666666666,5
IPR000965,409.0,5
IPR013216,91.85714285714286,5
IPR028258,91.33333333333333,5
IPR002877,192.0,5
IPR031908,289.0,5
IPR034265,71.0,5
IPR031910,70.0,5
IPR031907,714.0,5
IPR020058,305.6666666666667,5
IPR020059,95.0,5
IPR002314,179.75,5
IPR016061,82.0,5
IPR058889,77.0,5
IPR007751,193.5,5
IPR021805,67.25,5
IPR053945,69.0,5
IPR056597,632.0,5
IPR056593,129.0,5
IPR056602,357.0,5
IPR027898,148.0,5
IPR055264,95.0,5
IPR008859,213.2,5
IPR057983,66.5,5
IPR057982,384.0,5
IPR009738,177.66666666666666,5
IPR015155,119.0,5
IPR013535,261.0,5
IPR032715,143.0,5
IPR055192,65.0,5
IPR056343,125.0,5
IPR058952,141.0,5
IPR055257,198.0,5
IPR054474,119.66666666666667,5
IPR013932,162.0,5
IPR032038,51.0,5
IPR009234,338.0,5
IPR009232,173.0,5
IPR057373,105.0,5
IPR032337,145.5,5
IPR013713,282.6666666666667,5
IPR058669,283.5,5
IPR027958,291.0,5
IPR013638,131.0,5
IPR018533,68.5,5
IPR045478,851.0,5
IPR014043,313.5,5
IPR013673,44.0,2
IPR009067,61.0,5
IPR022591,462.0,5
IPR024583,156.66666666666666,5
IPR056598,222.0,5
IPR019167,190.5,5
IPR013809,128.0,5
IPR001498,107.0,5
IPR003603,18.0,2
IPR040646,126.0,5
IPR041663,48.0,2
IPR040990,105.75,5
IPR056801,109.0,5
IPR056159,329.5,5
IPR000058,47.72727272727273,2
IPR057357,39.0,2
IPR031575,495.5,5
IPR001247,131.5,5
IPR015847,64.16666666666667,5
IPR006593,202.83333333333334,5
IPR027900,75.0,5
IPR024336,66.0,5
IPR054071,94.0,5
IPR048970,72.0,5
IPR013913,508.0,5
IPR032754,58.21052631578947,5
IPR029423,129.4,5
IPR049387,219.0,5
IPR058536,93.0,5
IPR000535,116.66666666666667,5
IPR057467,112.0,5
IPR056344,181.0,5
IPR056305,119.0,5
IPR045696,211.0,5
IPR003613,74.14285714285714,5
IPR057566,332.0,5
IPR057567,284.0,5
IPR005140,132.5,5
IPR005141,132.0,5
IPR005142,117.5,5
IPR055104,197.0,5
IPR032194,156.0,5
IPR032193,187.0,5
IPR032191,223.0,5
IPR024557,147.0,5
IPR055454,204.0,5
IPR007196,359.0,5
IPR005533,147.25,5
IPR046448,179.0,5
IPR029342,125.0,5
IPR024057,100.33333333333333,5
IPR056184,159.0,5
IPR012934,86.0,5
IPR010565,195.0,5
IPR011146,107.8,5
IPR037719,44.0,2
IPR053818,88.0,5
IPR053817,85.0,5
IPR053816,349.0,5
IPR053815,110.0,5
IPR022656,51.0,5
IPR031966,38.0,2
IPR010465,14.0,2
IPR032022,176.0,5
IPR056485,146.0,5
IPR015194,98.0,5
IPR041085,114.5,5
IPR058765,234.0,5
IPR058764,68.0,5
IPR058687,150.0,5
IPR058688,97.0,5
IPR058686,83.0,5
IPR058685,95.0,5
IPR025256,199.0,5
IPR035714,279.0,5
IPR019485,29.0,2
IPR023336,70.0,5
IPR058552,58.0,5
IPR058553,73.0,5
IPR058554,130.0,5
IPR058555,62.0,5
IPR058556,162.0,5
IPR058557,53.0,5
IPR027830,69.0,5
IPR053899,137.0,5
IPR053900,85.0,5
IPR027865,89.0,5
IPR000489,261.0,5
IPR003759,97.0,5
IPR004223,342.0,5
IPR040817,110.0,5
IPR048497,79.0,5
IPR009730,208.0,5
IPR019474,631.0,5
IPR023082,156.5,5
IPR025715,78.5,5
IPR013851,89.0,5
IPR047819,132.0,5
IPR029430,106.0,5
IPR029429,107.0,5
IPR029333,86.0,5
IPR055379,89.0,5
IPR055380,97.0,5
IPR055381,26.0,2
IPR002706,148.5,5
IPR045473,128.66666666666666,5
IPR041406,41.0,2
IPR014890,93.5,5
IPR058762,74.0,5
IPR012792,178.5,5
IPR012791,205.5,5
IPR010555,244.0,5
IPR009505,118.0,5
IPR002744,68.5,5
IPR028005,39.0,2
IPR028009,68.0,5
IPR034737,147.66666666666666,5
IPR009066,112.0,5
IPR010483,211.0,5
IPR029477,94.75,5
IPR006636,37.95,2
IPR015249,110.0,5
IPR025228,105.0,5
IPR056721,106.0,5
IPR057539,143.0,5
IPR057538,189.0,5
IPR008899,57.25,5
IPR021911,190.33333333333334,5
IPR055071,67.0,5
IPR004094,26.5,2
IPR045813,129.0,5
IPR039433,191.5,5
IPR057731,342.0,5
IPR057655,28.0,2
IPR003010,269.7142857142857,5
IPR022310,264.0,5
IPR034649,40.333333333333336,2
IPR007695,113.66666666666667,5
IPR007860,145.0,5
IPR007696,343.4,5
IPR000432,195.4,5
IPR009378,117.0,5
IPR031719,70.0,5
IPR031737,128.0,5
IPR025223,51.0,5
IPR018485,191.16666666666666,5
IPR013578,248.0,5
IPR055130,145.0,5
IPR018593,99.0,5
IPR014912,74.0,5
IPR057031,81.0,5
IPR012983,149.0,5
IPR045575,543.0,5
IPR045574,121.0,5
IPR040685,92.0,5
IPR040510,46.0,2
IPR034089,70.0,5
IPR011040,286.25,5
IPR003680,206.5,5
IPR019518,119.0,5
IPR032794,349.0,5
IPR029415,34.0,2
IPR001365,320.3333333333333,5
IPR012958,52.0,5
IPR009463,64.0,5
IPR009462,157.33333333333334,5
IPR012957,145.0,5
IPR031675,47.0,2
IPR031474,851.0,5
IPR009288,119.0,5
IPR048584,119.0,5
IPR007862,35.0,2
IPR017927,136.0,5
IPR047856,47.0,2
IPR047855,53.0,5
IPR032013,189.5,5
IPR031165,90.0,5
IPR007699,83.0,5
IPR012599,37.0,2
IPR049361,94.0,5
IPR000572,176.0,5
IPR005066,124.0,5
IPR058842,46.0,2
IPR040772,64.0,5
IPR041477,288.0,5
IPR045667,343.0,5
IPR045663,230.0,5
IPR040855,112.0,5
IPR028073,362.0,5
IPR028074,90.0,5
IPR055362,107.0,5
IPR055363,103.0,5
IPR055364,75.0,5
IPR010675,106.5,5
IPR025903,82.5,5
IPR025907,124.5,5
IPR028060,48.0,2
IPR024682,78.0,5
IPR007716,139.0,5
IPR007717,341.0,5
IPR025952,136.0,5
IPR025398,166.5,5
IPR008906,79.33333333333333,5
IPR029362,93.0,5
IPR015649,229.0,5
IPR056556,195.0,5
IPR058666,56.333333333333336,5
IPR057310,57.0,5
IPR048814,124.33333333333333,5
IPR022728,156.0,5
IPR015276,46.0,2
IPR024576,168.0,5
IPR012920,199.0,5
IPR015865,130.0,5
IPR002857,45.142857142857146,2
IPR045495,489.3333333333333,5
IPR005845,105.5,5
IPR005846,119.75,5
IPR013872,24.0,2
IPR040926,24.0,2
IPR047273,167.0,5
IPR058042,132.66666666666666,5
IPR014797,135.0,5
IPR041190,100.0,5
IPR040848,100.5,5
IPR048617,72.0,5
IPR054727,70.0,5
IPR055060,160.75,5
IPR002655,159.25,5
IPR053974,221.0,5
IPR053973,221.0,5
IPR003495,186.0,5
IPR011629,101.8,5
IPR011759,90.0,5
IPR002429,133.0,5
IPR056277,125.0,5
IPR048615,54.0,5
IPR004198,51.6,5
IPR013637,328.75,5
IPR013498,37.0,2
IPR024665,42.666666666666664,2
IPR011320,36.5,2
IPR043470,126.0,5
IPR036004,174.0,5
IPR055141,73.0,5
IPR018556,134.0,5
IPR054476,309.0,5
IPR056241,156.0,5
IPR054477,235.0,5
IPR054478,84.0,5
IPR015169,111.0,5
IPR022067,97.25,5
IPR048839,158.5,5
IPR032678,366.5,5
IPR041428,60.5,5
IPR018459,17.666666666666668,2
IPR032232,37.0,2
IPR032117,59.0,5
IPR013698,271.0,5
IPR022135,81.66666666666667,5
IPR057650,94.0,5
IPR013068,60.0,5
IPR012606,59.0,5
IPR057835,78.0,5
IPR032393,100.0,5
IPR004953,70.0,5
IPR014030,242.5,5
IPR014031,115.5,5
IPR003583,19.0,2
IPR035699,254.2,5
IPR015362,26.0,2
IPR019191,38.0,2
IPR003100,143.33333333333334,5
IPR003165,297.375,5
IPR028084,119.0,5
IPR028085,232.0,5
IPR028086,184.5,5
IPR055221,56.0,5
IPR000352,111.0,5
IPR002861,164.25,5
IPR009465,212.0,5
IPR058772,124.0,5
IPR058857,58.0,5
IPR015793,332.0,5
IPR015795,117.5,5
IPR048668,88.0,5
IPR055409,465.5,5
IPR041360,58.0,5
IPR057602,46.5,2
IPR058018,91.0,5
IPR058056,142.66666666666666,5
IPR030385,185.66666666666666,5
IPR028002,77.2,5
IPR004887,97.0,5
IPR015245,79.0,5
IPR057125,114.25,5
IPR056520,72.0,5
IPR005031,128.5,5
IPR012996,35.0,2
IPR019510,184.66666666666666,5
IPR049040,118.0,5
IPR009755,248.0,5
IPR019460,110.0,5
IPR058903,118.0,5
IPR010908,119.6,5
IPR047320,108.0,5
IPR007707,197.33333333333334,5
IPR019387,70.0,5
IPR029334,56.0,5
IPR032172,73.5,5
IPR032177,66.0,5
IPR058896,58.0,5
IPR029403,72.66666666666667,5
IPR021613,87.5,5
IPR022150,96.0,5
IPR002546,95.0,5
IPR022032,69.5,5
IPR048377,42.0,2
IPR018998,273.0,5
IPR010309,276.0,5
IPR010314,384.0,5
IPR048382,478.0,5
IPR022175,41.0,2
IPR011501,94.0,5
IPR005576,54.666666666666664,5
IPR032059,91.0,5
IPR031633,58.0,5
IPR001510,88.66666666666667,5
IPR049296,59.0,5
IPR012982,40.0,2
IPR025593,198.0,5
IPR047066,54.0,5
IPR057954,173.0,5
IPR037454,257.0,5
IPR022252,47.0,2
IPR010723,65.0,5
IPR012301,181.0,5
IPR012302,253.0,5
IPR029099,113.6,5
IPR049542,95.0,5
IPR049936,80.0,5
IPR041087,85.5,5
IPR041309,250.0,5
IPR057598,133.25,5
IPR032410,249.0,5
IPR053856,82.0,5
IPR060643,65.0,5
IPR057479,84.0,5
IPR003306,138.5,5
IPR055103,93.0,5
IPR045688,134.5,5
IPR058771,68.0,5
IPR040645,63.0,5
IPR055441,290.0,5
IPR055440,308.0,5
IPR056880,135.0,5
IPR001796,181.0,5
IPR035871,263.0,5
IPR049472,101.0,5
IPR029422,113.0,5
IPR025883,82.0,5
IPR039517,41.0,2
IPR032350,109.5,5
IPR006070,197.0,5
IPR026480,223.0,5
IPR034464,68.0,5
IPR010407,124.0,5
IPR007735,207.0,5
IPR055124,221.5,5
IPR059032,82.0,5
IPR011666,84.0,5
IPR022106,41.5,2
IPR059240,76.0,5
IPR005607,55.25,5
