,0
Q4V9L6,AF-Q4V9L6-F1-model_v4_TED01:1.20.5:87:128
Q4VC05,AF-Q4VC05-F1-model_v4_TED01:-:3:49
Q4VC31,AF-Q4VC31-F1-model_v4_TED01:1.10.287:12:134
Q4VC39,AF-Q4VC39-F1-model_v4_TED01:1.20.5:45:102
Q4VCS5,
Q4VX62,
Q4VXA5,AF-Q4VXA5-F1-model_v4_TED02:3.30.1370.10:89:198
Q4W4Y0,AF-Q4W4Y0-F1-model_v4_TED01:-:5:307;AF-Q4W4Y0-F1-model_v4_TED02:-:150:219
Q4W5P6,
Q4ZG55,"AF-Q4ZG55-F1-model_v4_TED01:-:86:207;AF-Q4ZG55-F1-model_v4_TED02:-:368:578;AF-Q4ZG55-F1-model_v4_TED03:3.40.50,3.40.50:692:1367;AF-Q4ZG55-F1-model_v4_TED04:-:1377:1768;AF-Q4ZG55-F1-model_v4_TED05:3.40.50:1781:1949"
Q4ZIN3,AF-Q4ZIN3-F1-model_v4_TED01:-:64:464;AF-Q4ZIN3-F1-model_v4_TED02:-:96:297
Q502W7,AF-Q502W7-F1-model_v4_TED01:1.20.5:337:418;AF-Q502W7-F1-model_v4_TED02:4.10.290:449:519
Q502X0,AF-Q502X0-F1-model_v4_TED01:2.20.110.10:4:67
Q504U0,
Q504Y0,"AF-Q504Y0-F1-model_v4_TED01:-:44:228;AF-Q504Y0-F1-model_v4_TED02:1.10.238,1.10.238:230:352;AF-Q504Y0-F1-model_v4_TED03:-:364:689"
Q50KZ9,
Q52LA3,
Q52LC2,AF-Q52LC2-F1-model_v4_TED01:-:1:142;AF-Q52LC2-F1-model_v4_TED02:1.20.5:148:205
Q52LD8,AF-Q52LD8-F1-model_v4_TED01:-:18:401
Q52LG2,
Q52LJ0,AF-Q52LJ0-F1-model_v4_TED02:-:141:185;AF-Q52LJ0-F1-model_v4_TED01:1.10.418:13:138;AF-Q52LJ0-F1-model_v4_TED03:1.10.287:202:276
Q52M58,
Q52M75,
Q52MB2,AF-Q52MB2-F1-model_v4_TED01:1.20.5:57:95
Q537H7,AF-Q537H7-F1-model_v4_TED01:-:2:37
Q538Z0,
Q53ET0,
Q53EV4,
Q53F19,AF-Q53F19-F1-model_v4_TED01:3.30.70.330:62:271;AF-Q53F19-F1-model_v4_TED02:-:272:315
Q53FE4,AF-Q53FE4-F1-model_v4_TED01:-:22:125;AF-Q53FE4-F1-model_v4_TED02:1.10.10:177:232
Q53FP2,AF-Q53FP2-F1-model_v4_TED01:1.20.920:3:132
Q53FT3,AF-Q53FT3-F1-model_v4_TED01:-:1:133;AF-Q53FT3-F1-model_v4_TED02:1.10.287:135:189
Q53FV1,AF-Q53FV1-F1-model_v4_TED01:-:12:145
Q53GD3,AF-Q53GD3-F1-model_v4_TED01:-:2:582;AF-Q53GD3-F1-model_v4_TED02:-:68:178
Q53GQ0,AF-Q53GQ0-F1-model_v4_TED01:3.40.50.720:49:312
Q53GS7,AF-Q53GS7-F1-model_v4_TED02:1.25.40.510:411:698;AF-Q53GS7-F1-model_v4_TED01:1.10.287:257:347
Q53H64,AF-Q53H64-F1-model_v4_TED01:3.10.20.90:14:85
Q53H80,AF-Q53H80-F1-model_v4_TED01:1.20.5:161:194
Q53HC9,AF-Q53HC9-F1-model_v4_TED01:2.130.10.10:9:179;AF-Q53HC9-F1-model_v4_TED02:2.130.10.10:182:387
Q53HI1,AF-Q53HI1-F1-model_v4_TED01:-:36:257
Q53HL2,AF-Q53HL2-F1-model_v4_TED01:-:207:280
Q53HV7,AF-Q53HV7-F1-model_v4_TED01:3.40.470.10:47:237
Q53LP3,AF-Q53LP3-F1-model_v4_TED01:1.10.10:16:84;AF-Q53LP3-F1-model_v4_TED02:1.25.40.20:267:395
Q53QV2,
Q53QW1,
Q53R12,AF-Q53R12-F1-model_v4_TED01:1.20.120:2:222
Q53R41,AF-Q53R41-F1-model_v4_TED01:-:606:681;AF-Q53R41-F1-model_v4_TED02:-:690:841
Q53RE8,AF-Q53RE8-F1-model_v4_TED01:1.25.40.20:34:181
Q53RY4,AF-Q53RY4-F1-model_v4_TED01:-:14:200;AF-Q53RY4-F1-model_v4_TED02:1.20.5:202:240
Q53S33,AF-Q53S33-F1-model_v4_TED01:3.30.300.90:30:102
Q53S58,AF-Q53S58-F1-model_v4_TED01:-:36:307
Q53S99,
Q53SZ7,AF-Q53SZ7-F1-model_v4_TED01:-:209:311
Q53T94,AF-Q53T94-F1-model_v4_TED01:2.20.25:2:42;AF-Q53T94-F1-model_v4_TED02:-:73:291;AF-Q53T94-F1-model_v4_TED03:-:299:576
Q53TQ3,AF-Q53TQ3-F1-model_v4_TED01:-:10:83;AF-Q53TQ3-F1-model_v4_TED02:4.10.270:372:437;AF-Q53TQ3-F1-model_v4_TED03:3.30.60:468:530
Q562F6,
Q562R1,AF-Q562R1-F1-model_v4_TED01:3.30.420.40:10:375;AF-Q562R1-F1-model_v4_TED02:3.30.420.40:145:338;AF-Q562R1-F1-model_v4_TED03:3.90.640.10:184:268
Q567U6,AF-Q567U6-F1-model_v4_TED01:1.10.418:22:151;AF-Q567U6-F1-model_v4_TED02:1.20.5:316:377;AF-Q567U6-F1-model_v4_TED03:1.20.5:378:424
Q567V2,AF-Q567V2-F1-model_v4_TED01:-:15:187
Q569G3,AF-Q569G3-F1-model_v4_TED01:1.20.5:137:176
Q569H4,
Q569K6,AF-Q569K6-F1-model_v4_TED01:-:3:133
Q56A73,AF-Q56A73-F1-model_v4_TED02:2.30.30:111:177;AF-Q56A73-F1-model_v4_TED03:2.30.30:186:249;AF-Q56A73-F1-model_v4_TED01:2.30.30:42:103
Q56NI9,AF-Q56NI9-F1-model_v4_TED01:-:384:419;AF-Q56NI9-F1-model_v4_TED02:3.40.630.30:420:598
Q56P03,AF-Q56P03-F1-model_v4_TED01:-:179:284
Q56UQ5,AF-Q56UQ5-F1-model_v4_TED01:-:87:140
Q56VL3,
Q587I9,
Q587J8,AF-Q587J8-F1-model_v4_TED01:3.30.1370.10:14:117
Q58A44,
Q58FF3,AF-Q58FF3-F1-model_v4_TED01:3.30.230.80:2:132;AF-Q58FF3-F1-model_v4_TED02:3.40.50.11260:136:230;AF-Q58FF3-F1-model_v4_TED03:1.20.120.790:242:354
Q58FG0,AF-Q58FG0-F1-model_v4_TED01:3.40.50.11260:176:229;AF-Q58FG0-F1-model_v4_TED02:-:241:299
Q58HT5,AF-Q58HT5-F1-model_v4_TED01:3.40.1130:10:320
Q58WW2,AF-Q58WW2-F1-model_v4_TED01:2.130.10.10:23:817
Q59GN2,AF-Q59GN2-F1-model_v4_TED01:-:8:34
Q5BIV9,
Q5BJD5,AF-Q5BJD5-F1-model_v4_TED01:-:57:271
Q5BJE1,AF-Q5BJE1-F1-model_v4_TED01:1.20.5:408:562;AF-Q5BJE1-F1-model_v4_TED02:1.20.5:654:792
Q5BJF6,AF-Q5BJF6-F1-model_v4_TED01:1.20.5:126:240;AF-Q5BJF6-F1-model_v4_TED02:1.20.5:516:558
Q5BJH2,AF-Q5BJH2-F1-model_v4_TED01:-:50:165
Q5BJH7,AF-Q5BJH7-F1-model_v4_TED01:-:153:311
Q5BKT4,AF-Q5BKT4-F1-model_v4_TED01:-:2:283;AF-Q5BKT4-F1-model_v4_TED02:-:284:433
Q5BKX5,AF-Q5BKX5-F1-model_v4_TED01:3.90.70.10:78:346
Q5BKX6,AF-Q5BKX6-F1-model_v4_TED01:1.20.1250.20:48:256;AF-Q5BKX6-F1-model_v4_TED02:1.20.1250.20:498:720
Q5BKX8,
Q5BKY1,AF-Q5BKY1-F1-model_v4_TED01:3.80.10.10:20:133;AF-Q5BKY1-F1-model_v4_TED02:3.80.10.10:137:244
Q5BKY6,
Q5BKY9,AF-Q5BKY9-F1-model_v4_TED01:1.20.5:40:87
Q5BKZ1,AF-Q5BKZ1-F1-model_v4_TED01:-:312:467
Q5BLP8,AF-Q5BLP8-F1-model_v4_TED01:1.20.5:17:89
Q5BN46,
Q5BVD1,AF-Q5BVD1-F1-model_v4_TED02:3.30.70.960:106:217;AF-Q5BVD1-F1-model_v4_TED01:1.20.5:65:94
Q5EBM0,AF-Q5EBM0-F1-model_v4_TED01:-:32:195;AF-Q5EBM0-F1-model_v4_TED02:3.40.50.300:205:448
Q5EE01,AF-Q5EE01-F1-model_v4_TED01:1.10.20.10:36:85
Q5FBB7,AF-Q5FBB7-F1-model_v4_TED01:1.10.287:528:561
Q5FWE3,"AF-Q5FWE3-F1-model_v4_TED01:1.20.1070,1.20.1070:471:707"
Q5FWF5,AF-Q5FWF5-F1-model_v4_TED01:-:615:648;AF-Q5FWF5-F1-model_v4_TED02:3.40.630.30:653:835
Q5GAN3,AF-Q5GAN3-F1-model_v4_TED01:3.10.130.10:24:156
Q5GAN4,AF-Q5GAN4-F1-model_v4_TED01:3.10.130.10:23:147
Q5GAN6,AF-Q5GAN6-F1-model_v4_TED01:3.10.130.10:134:208
Q5GH70,AF-Q5GH70-F1-model_v4_TED01:-:2:194;AF-Q5GH70-F1-model_v4_TED02:1.20.1440:199:347
Q5GH72,AF-Q5GH72-F1-model_v4_TED01:-:51:259;AF-Q5GH72-F1-model_v4_TED02:-:296:445
Q5GH73,AF-Q5GH73-F1-model_v4_TED01:-:124:314;AF-Q5GH73-F1-model_v4_TED02:-:319:516
Q5GH76,AF-Q5GH76-F1-model_v4_TED01:-:107:364;AF-Q5GH76-F1-model_v4_TED02:1.20.1440:368:517
Q5GH77,AF-Q5GH77-F1-model_v4_TED01:-:32:230;AF-Q5GH77-F1-model_v4_TED02:1.20.1440:234:403
Q5GJ75,AF-Q5GJ75-F1-model_v4_TED01:1.20.1440.160:122:290
Q5H8A3,
Q5H8A4,AF-Q5H8A4-F1-model_v4_TED01:-:3:530;AF-Q5H8A4-F1-model_v4_TED02:3.40.720.10:68:334;AF-Q5H8A4-F1-model_v4_TED04:-:567:912;AF-Q5H8A4-F1-model_v4_TED03:1.10.8:343:427
Q5H913,AF-Q5H913-F1-model_v4_TED01:3.40.50.300:21:194
Q5H943,
Q5H9E4,AF-Q5H9E4-F1-model_v4_TED01:1.50.40.10:26:300
Q5H9J7,AF-Q5H9J7-F1-model_v4_TED01:1.20.5:66:96
Q5H9J9,AF-Q5H9J9-F1-model_v4_TED01:-:2:128;AF-Q5H9J9-F1-model_v4_TED02:-:219:395
Q5H9L2,
Q5H9L4,AF-Q5H9L4-F1-model_v4_TED01:-:104:232;AF-Q5H9L4-F1-model_v4_TED02:1.20.81:360:461
Q5H9M0,AF-Q5H9M0-F1-model_v4_TED02:2.30.30.140:395:518;AF-Q5H9M0-F1-model_v4_TED03:-:545:689;AF-Q5H9M0-F1-model_v4_TED01:2.30.30:6:103
Q5H9R4,AF-Q5H9R4-F1-model_v4_TED01:1.25.40:2165:2290
Q5H9R7,AF-Q5H9R7-F1-model_v4_TED01:-:422:512
Q5H9S7,AF-Q5H9S7-F1-model_v4_TED01:-:92:283;AF-Q5H9S7-F1-model_v4_TED02:-:298:388
Q5H9T9,
Q5HY64,
Q5HYA8,AF-Q5HYA8-F1-model_v4_TED01:-:47:170
Q5HYI8,AF-Q5HYI8-F1-model_v4_TED01:3.40.50.300:5:208
Q5HYJ3,AF-Q5HYJ3-F1-model_v4_TED01:-:2:36
Q5HYK3,AF-Q5HYK3-F1-model_v4_TED01:3.40.50.150:66:327
Q5HYL7,AF-Q5HYL7-F1-model_v4_TED01:1.20.120:5:155
Q5HYW2,
Q5I0X4,
Q5I0X7,
Q5I7T1,AF-Q5I7T1-F1-model_v4_TED01:-:284:433
Q5J5C9,AF-Q5J5C9-F1-model_v4_TED01:-:19:59
Q5J8M3,AF-Q5J8M3-F1-model_v4_TED01:-:54:158
Q5J8X5,AF-Q5J8X5-F1-model_v4_TED01:1.20.58:2:141
Q5JNZ5,AF-Q5JNZ5-F1-model_v4_TED01:-:21:70
Q5JPE7,"AF-Q5JPE7-F1-model_v4_TED01:2.60.40.10:33:121;AF-Q5JPE7-F1-model_v4_TED02:2.60.40.10:128:215;AF-Q5JPE7-F1-model_v4_TED03:2.60.40.10:218:327;AF-Q5JPE7-F1-model_v4_TED04:2.60.40.1120:333:407;AF-Q5JPE7-F1-model_v4_TED05:2.60.40,2.60.40:415:502;AF-Q5JPE7-F1-model_v4_TED06:2.60.40,2.60.40:506:583;AF-Q5JPE7-F1-model_v4_TED07:2.60.40.1120:591:662;AF-Q5JPE7-F1-model_v4_TED08:2.60.40,2.60.40:666:799;AF-Q5JPE7-F1-model_v4_TED09:2.60.40.1140:801:874;AF-Q5JPE7-F1-model_v4_TED10:2.60.40.1120:1057:1150"
Q5JPI3,AF-Q5JPI3-F1-model_v4_TED01:-:9:102;AF-Q5JPI3-F1-model_v4_TED02:3.10.450.50:139:308
Q5JQC4,AF-Q5JQC4-F1-model_v4_TED01:1.20.5:108:139
Q5JQD4,AF-Q5JQD4-F1-model_v4_TED01:-:8:67
Q5JQF7,
Q5JQS6,
Q5JR59,AF-Q5JR59-F1-model_v4_TED01:-:997:1231;AF-Q5JR59-F1-model_v4_TED02:1.20.5:1244:1285;AF-Q5JR59-F1-model_v4_TED03:1.20.5:1287:1324
Q5JR98,AF-Q5JR98-F1-model_v4_TED01:3.30.1140.40:121:220
Q5JRC9,AF-Q5JRC9-F1-model_v4_TED01:-:113:160
Q5JRM2,
Q5JRV8,AF-Q5JRV8-F1-model_v4_TED01:1.20.120:21:246
Q5JS37,AF-Q5JS37-F1-model_v4_TED01:2.120.10.30:45:336
Q5JS54,AF-Q5JS54-F1-model_v4_TED01:3.30.230.100:29:121
Q5JSH3,AF-Q5JSH3-F1-model_v4_TED01:-:352:391
Q5JSQ8,AF-Q5JSQ8-F1-model_v4_TED01:3.30.1370.10:15:121
Q5JSS6,AF-Q5JSS6-F1-model_v4_TED01:-:20:81
Q5JSZ5,
Q5JTB6,AF-Q5JTB6-F1-model_v4_TED01:1.20.5:36:81
Q5JTC6,
Q5JTD0,AF-Q5JTD0-F1-model_v4_TED01:-:186:236
Q5JTD7,AF-Q5JTD7-F1-model_v4_TED01:3.80.10.10:1:124;AF-Q5JTD7-F1-model_v4_TED02:3.80.10.10:157:256
Q5JTH9,AF-Q5JTH9-F1-model_v4_TED01:-:393:552
Q5JTJ3,AF-Q5JTJ3-F1-model_v4_TED01:-:51:112
Q5JTN6,
Q5JTV8,AF-Q5JTV8-F1-model_v4_TED01:3.40.50.12190:362:571
Q5JTW2,AF-Q5JTW2-F1-model_v4_TED01:3.80.10.10:42:324;AF-Q5JTW2-F1-model_v4_TED02:1.20.5:470:534
Q5JTY5,AF-Q5JTY5-F1-model_v4_TED01:3.40.50.300:43:250;AF-Q5JTY5-F1-model_v4_TED02:3.30.1220.10:257:381
Q5JU00,AF-Q5JU00-F1-model_v4_TED01:-:77:143;AF-Q5JU00-F1-model_v4_TED02:-:144:291;AF-Q5JU00-F1-model_v4_TED03:3.80.10.10:318:487
Q5JU67,AF-Q5JU67-F1-model_v4_TED01:-:33:413
Q5JUQ0,AF-Q5JUQ0-F1-model_v4_TED01:-:38:279
Q5JUX0,AF-Q5JUX0-F1-model_v4_TED01:2.30.30:51:112;AF-Q5JUX0-F1-model_v4_TED02:2.30.30:121:187;AF-Q5JUX0-F1-model_v4_TED03:-:211:252
Q5JVX7,AF-Q5JVX7-F1-model_v4_TED01:1.20.5:2:28
Q5JW98,AF-Q5JW98-F1-model_v4_TED01:-:17:211;AF-Q5JW98-F1-model_v4_TED02:-:216:279
Q5JWF2,AF-Q5JWF2-F1-model_v4_TED01:3.40.50.300:688:1037;AF-Q5JWF2-F1-model_v4_TED02:1.10.400.10:718:846
Q5JWF8,AF-Q5JWF8-F1-model_v4_TED01:3.30.420.40:3:208;AF-Q5JWF8-F1-model_v4_TED02:3.90.640.10:48:126
Q5JWR5,AF-Q5JWR5-F1-model_v4_TED02:-:1619:1803;AF-Q5JWR5-F1-model_v4_TED01:1.25.40:2:177
Q5JX69,
Q5JX71,
Q5JXC2,AF-Q5JXC2-F1-model_v4_TED01:1.20.5:2:27
Q5JXX7,AF-Q5JXX7-F1-model_v4_TED01:-:76:166
Q5JY77,AF-Q5JY77-F1-model_v4_TED02:1.25.10.10:1227:1382
Q5JYT7,AF-Q5JYT7-F1-model_v4_TED01:-:4:183;AF-Q5JYT7-F1-model_v4_TED02:3.40.525.10:572:714;AF-Q5JYT7-F1-model_v4_TED03:1.20.58:734:943;AF-Q5JYT7-F1-model_v4_TED04:1.20.58:966:1055
Q5K130,
Q5K131,
Q5M8T2,AF-Q5M8T2-F1-model_v4_TED01:-:2:316
Q5M9N0,AF-Q5M9N0-F1-model_v4_TED04:-:474:695;AF-Q5M9N0-F1-model_v4_TED01:1.20.5:84:201;AF-Q5M9N0-F1-model_v4_TED02:1.20.5:239:388;AF-Q5M9N0-F1-model_v4_TED03:1.20.5:417:471
Q5M9Q1,AF-Q5M9Q1-F1-model_v4_TED01:1.10.880:305:402
Q5MIZ7,AF-Q5MIZ7-F1-model_v4_TED01:2.30.29.30:5:113;AF-Q5MIZ7-F1-model_v4_TED02:-:133:256
Q5MJ07,AF-Q5MJ07-F1-model_v4_TED01:1.20.5:45:72
Q5MJ08,
Q5MJ09,
Q5MJ10,
Q5MJ68,AF-Q5MJ68-F1-model_v4_TED01:1.10.472:66:180
Q5MJ70,AF-Q5MJ70-F1-model_v4_TED01:-:79:199
Q5MNZ6,AF-Q5MNZ6-F1-model_v4_TED01:2.40.128:241:344
Q5MNZ9,"AF-Q5MNZ9-F1-model_v4_TED01:2.40.10,2.40.10:236:361"
Q5MY95,AF-Q5MY95-F1-model_v4_TED02:3.30.420.40:42:452;AF-Q5MY95-F1-model_v4_TED03:3.30.420.150:250:430;AF-Q5MY95-F1-model_v4_TED01:1.10.287:6:492
Q5PR19,
Q5PSV4,AF-Q5PSV4-F1-model_v4_TED01:2.30.30:253:321
Q5PT55,AF-Q5PT55-F1-model_v4_TED01:2.60.40.2020:29:127;AF-Q5PT55-F1-model_v4_TED02:1.20.1530.20:144:429
Q5QFB9,
Q5QJE6,AF-Q5QJE6-F1-model_v4_TED01:-:627:721
Q5QJU3,AF-Q5QJU3-F1-model_v4_TED01:-:10:266
Q5QP82,
Q5R3I4,"AF-Q5R3I4-F1-model_v4_TED01:1.25.40,1.25.40:2:172;AF-Q5R3I4-F1-model_v4_TED02:1.25.40.10:179:285"
Q5R3K3,AF-Q5R3K3-F1-model_v4_TED01:-:2:200;AF-Q5R3K3-F1-model_v4_TED02:-:205:306
Q5RHP9,AF-Q5RHP9-F1-model_v4_TED01:2.60.40:288:402
Q5RI15,AF-Q5RI15-F1-model_v4_TED01:1.10.287:28:101
Q5RIA9,AF-Q5RIA9-F1-model_v4_TED01:3.40.50.300:43:250;AF-Q5RIA9-F1-model_v4_TED02:3.30.1220.10:257:378
Q5RL73,AF-Q5RL73-F1-model_v4_TED01:3.30.70.330:27:126
Q5SNT2,AF-Q5SNT2-F1-model_v4_TED01:-:38:98;AF-Q5SNT2-F1-model_v4_TED02:1.20.120:212:371
Q5SNV9,AF-Q5SNV9-F1-model_v4_TED01:1.20.5:878:1014
Q5SQH8,AF-Q5SQH8-F1-model_v4_TED01:3.10.450.50:100:298
Q5SQI0,AF-Q5SQI0-F1-model_v4_TED01:3.40.630.30:8:194
Q5SQS8,AF-Q5SQS8-F1-model_v4_TED01:-:58:131;AF-Q5SQS8-F1-model_v4_TED02:-:141:248
Q5SR53,
Q5SR56,AF-Q5SR56-F1-model_v4_TED01:1.20.1250.20:46:449
Q5SRD1,
Q5SRE5,"AF-Q5SRE5-F1-model_v4_TED01:-:2:167;AF-Q5SRE5-F1-model_v4_TED04:1.25.10,1.25.40:848:1007;AF-Q5SRE5-F1-model_v4_TED02:2.40.10:473:537;AF-Q5SRE5-F1-model_v4_TED03:1.25.40:640:844"
Q5SRE7,AF-Q5SRE7-F1-model_v4_TED01:2.60.120.620:5:271
Q5SRH9,AF-Q5SRH9-F1-model_v4_TED01:1.25.40:21:212
Q5SRI9,AF-Q5SRI9-F1-model_v4_TED01:3.20.20.80:100:457
Q5SRN2,
Q5SSQ6,AF-Q5SSQ6-F1-model_v4_TED01:1.20.5:29:88
Q5STR5,AF-Q5STR5-F1-model_v4_TED01:1.20.5:26:69
Q5SV17,
Q5SV97,AF-Q5SV97-F1-model_v4_TED01:1.10.287:730:779
Q5SVJ3,
Q5SVS4,AF-Q5SVS4-F1-model_v4_TED01:-:165:263
Q5SW24,AF-Q5SW24-F1-model_v4_TED01:-:15:292
Q5SWH9,AF-Q5SWH9-F1-model_v4_TED01:-:124:237
Q5SWL7,AF-Q5SWL7-F1-model_v4_TED01:-:10:100
Q5SWL8,AF-Q5SWL8-F1-model_v4_TED01:-:10:102;AF-Q5SWL8-F1-model_v4_TED02:-:230:320;AF-Q5SWL8-F1-model_v4_TED03:3.80.10.10:323:458
Q5SWX8,AF-Q5SWX8-F1-model_v4_TED01:3.40.140.10:5:174;AF-Q5SWX8-F1-model_v4_TED02:-:177:404
Q5SXM8,AF-Q5SXM8-F1-model_v4_TED01:-:69:132
Q5SY13,
Q5SY85,
Q5SYE7,
Q5SZB4,
Q5SZD1,
Q5SZD4,"AF-Q5SZD4-F1-model_v4_TED01:3.40.630,3.40.630:3:283;AF-Q5SZD4-F1-model_v4_TED02:3.40.630.30:138:264"
Q5SZI1,AF-Q5SZI1-F1-model_v4_TED01:2.60.120.290:22:174
Q5SZL2,AF-Q5SZL2-F1-model_v4_TED02:-:712:805;AF-Q5SZL2-F1-model_v4_TED01:1.20.5:446:518
Q5T013,AF-Q5T013-F1-model_v4_TED01:3.20.20.150:6:270
Q5T035,
Q5T036,
Q5T089,AF-Q5T089-F1-model_v4_TED01:2.60.450.20:27:211;AF-Q5T089-F1-model_v4_TED02:2.60.40.10:213:466
Q5T0J3,
Q5T0J7,AF-Q5T0J7-F1-model_v4_TED01:1.20.5:49:115
Q5T0L3,AF-Q5T0L3-F1-model_v4_TED01:1.10.287:183:233
Q5T0N1,AF-Q5T0N1-F1-model_v4_TED01:2.60.40.150:10:159;AF-Q5T0N1-F1-model_v4_TED02:-:163:474;AF-Q5T0N1-F1-model_v4_TED03:-:506:619
Q5T0U0,AF-Q5T0U0-F1-model_v4_TED01:1.20.5:29:135;AF-Q5T0U0-F1-model_v4_TED02:1.20.5:147:177
Q5T0W9,AF-Q5T0W9-F1-model_v4_TED01:-:27:68;AF-Q5T0W9-F1-model_v4_TED02:3.30.870.10:121:289
Q5T0Z8,
Q5T1B0,AF-Q5T1B0-F1-model_v4_TED01:-:454:663;AF-Q5T1B0-F1-model_v4_TED02:-:694:837;AF-Q5T1B0-F1-model_v4_TED03:1.20.5:935:965
Q5T1J5,AF-Q5T1J5-F1-model_v4_TED01:1.10.287:116:149
Q5T1N1,"AF-Q5T1N1-F1-model_v4_TED01:1.10.132,1.20.58:371:484"
Q5T1Q4,AF-Q5T1Q4-F1-model_v4_TED01:-:58:359
Q5T1S8,AF-Q5T1S8-F1-model_v4_TED01:1.20.5:13:65
Q5T215,AF-Q5T215-F1-model_v4_TED01:3.30.1380.20:17:169
Q5T280,AF-Q5T280-F1-model_v4_TED01:3.40.1280.10:75:375;AF-Q5T280-F1-model_v4_TED02:2.40.50.140:190:250
Q5T292,
Q5T2E6,AF-Q5T2E6-F1-model_v4_TED02:-:492:648;AF-Q5T2E6-F1-model_v4_TED01:1.25.40:23:687
Q5T2L2,AF-Q5T2L2-F1-model_v4_TED01:3.20.20.100:6:120
Q5T2R2,AF-Q5T2R2-F1-model_v4_TED01:1.10.600.10:94:413
Q5T2S8,AF-Q5T2S8-F1-model_v4_TED01:-:2:190;AF-Q5T2S8-F1-model_v4_TED02:-:197:301;AF-Q5T2S8-F1-model_v4_TED03:1.25.10:449:534;AF-Q5T2S8-F1-model_v4_TED04:1.25.10.10:535:660;AF-Q5T2S8-F1-model_v4_TED05:1.25.10.10:857:1040
Q5T3F8,AF-Q5T3F8-F1-model_v4_TED01:-:40:704;AF-Q5T3F8-F1-model_v4_TED02:-:236:410;AF-Q5T3F8-F1-model_v4_TED03:-:425:505
Q5T3J3,
Q5T3Y7,
Q5T440,AF-Q5T440-F1-model_v4_TED01:3.30.1360.120:49:227;AF-Q5T440-F1-model_v4_TED02:2.40.30.110:277:351
Q5T4B2,AF-Q5T4B2-F1-model_v4_TED01:3.90.550.10:34:283;AF-Q5T4B2-F1-model_v4_TED02:3.90.550:322:537
Q5T4D3,AF-Q5T4D3-F1-model_v4_TED01:-:19:449
Q5T4H9,
Q5T4T1,AF-Q5T4T1-F1-model_v4_TED01:-:27:130
Q5T4T6,AF-Q5T4T6-F1-model_v4_TED01:-:18:197;AF-Q5T4T6-F1-model_v4_TED02:2.30.29:294:414
Q5T5A4,AF-Q5T5A4-F1-model_v4_TED01:-:37:107
Q5T5A8,
Q5T5B0,
Q5T5F5,
Q5T5N4,AF-Q5T5N4-F1-model_v4_TED01:-:199:235;AF-Q5T5N4-F1-model_v4_TED02:-:239:309
Q5T5P2,"AF-Q5T5P2-F1-model_v4_TED01:3.10.20.90:186:266;AF-Q5T5P2-F1-model_v4_TED03:1.20.58,1.20.58:699:827;AF-Q5T5P2-F1-model_v4_TED02:1.20.5:649:697"
Q5T5S1,AF-Q5T5S1-F1-model_v4_TED01:-:11:114
Q5T653,AF-Q5T653-F1-model_v4_TED01:2.30.30.30:78:299
Q5T655,
Q5T681,AF-Q5T681-F1-model_v4_TED01:1.10.287:119:193
Q5T686,AF-Q5T686-F1-model_v4_TED01:-:51:79
Q5T6C5,AF-Q5T6C5-F1-model_v4_TED01:-:69:105;AF-Q5T6C5-F1-model_v4_TED02:-:246:290
Q5T6F0,AF-Q5T6F0-F1-model_v4_TED01:2.130.10.10:81:451
Q5T6J7,AF-Q5T6J7-F1-model_v4_TED01:3.40.50.300:7:187
Q5T6L9,AF-Q5T6L9-F1-model_v4_TED01:-:16:226;AF-Q5T6L9-F1-model_v4_TED02:-:242:426;AF-Q5T6L9-F1-model_v4_TED03:-:433:668
Q5T6M2,
Q5T6V5,AF-Q5T6V5-F1-model_v4_TED01:-:5:329
Q5T6X4,AF-Q5T6X4-F1-model_v4_TED01:4.10.280:70:160
Q5T700,AF-Q5T700-F1-model_v4_TED01:-:69:141
Q5T742,
Q5T749,
Q5T750,
Q5T751,
Q5T752,
Q5T753,
Q5T754,
Q5T764,AF-Q5T764-F1-model_v4_TED01:1.25.40.10:4:137;AF-Q5T764-F1-model_v4_TED02:1.25.40.10:139:215
Q5T7N3,AF-Q5T7N3-F1-model_v4_TED01:1.25.40.20:747:862;AF-Q5T7N3-F1-model_v4_TED02:1.25.40.20:889:995
Q5T7N8,
Q5T7P2,
Q5T7P3,
Q5T7P6,
Q5T7R7,AF-Q5T7R7-F1-model_v4_TED01:1.20.5:14:52
Q5T7V8,AF-Q5T7V8-F1-model_v4_TED01:1.20.5:132:240
Q5T870,
Q5T871,
Q5T8A7,
Q5T8I9,AF-Q5T8I9-F1-model_v4_TED01:3.40.50.150:30:257;AF-Q5T8I9-F1-model_v4_TED02:1.10.10:263:389
Q5T8R8,
Q5T953,
Q5T9G4,AF-Q5T9G4-F1-model_v4_TED01:1.20.58:49:145;AF-Q5T9G4-F1-model_v4_TED02:1.25.40:201:319
Q5T9S5,AF-Q5T9S5-F1-model_v4_TED01:-:524:875
Q5T9Z0,AF-Q5T9Z0-F1-model_v4_TED02:-:123:228;AF-Q5T9Z0-F1-model_v4_TED01:1.20.58:25:96
Q5TA76,
Q5TA77,
Q5TA78,
Q5TA79,
Q5TA81,
Q5TA82,
